source_system,alert_name,severity,status,customer_name,device_name,host,host_country,host_state,alert_category,is_duplicate,is_resolution,duplicate_count
auvik,Interface Status Mismatch,3,Triggered,Synthetic Corp,DMG-SLO-AP01,MH-BoiseOffice-MX,United Kingdom,Alberta,device,True,True,1
ncentral,Synthetic CTGAN Alert,4,warning,Hanover Company Azure,dyo-sch-fw01a,10.0.4.6,United Arab Emirates,Vestland,interface,True,True,1
ncentral,Network Element Offline,3,Failed,Ambient Enterprises DMG San Luis Obispo,DMG-SLO-AP01,DMG-SLO-AP01,Germany,Gauteng,server,True,True,1
auvik,VPN connectivity changed,4,Failed,Signorelli Company,asa5515x-01.kslinc.net,192.168.1.85,South Korea,Hokkaido,device,True,True,1
ctgan,Memory,4,Normal,Hanover Company Azure,MH-BoiseOffice-MX,asa5515x-01.kslinc.net,South Korea,Scotland,device,True,True,1
ctgan,Uplink status changed,3,Triggered,Ambient Enterprises,dpOBTlabsw01,10.0.4.6,Switzerland,California,synthetic,True,True,1
auvik,VPN remote gateway is Lost,3,Triggered,Ambient Enterprises - Johnson Barrow,dpOBTlabsw01,JB-CLACKAMAS-FW,Italy,Madrid,device,True,True,1
ncentral,Agent Status,1,Failed,Signorelli Company,NJ-EX01,10.0.1.24,Spain,West Region,network,True,True,1
auvik,Connectivity,1,critical,Ambient Enterprises - Johnson Barrow,NJ-EX01,dpOBTlabsw01,Sweden,Cork,service,True,True,1
auvik,Network Element Offline,1,Normal,Ambient Enterprises DMG San Luis Obispo,GlacierVmProd2,MH-BoiseOffice-MX,Israel,Mexico City,interface,True,True,1
ncentral,Connectivity,4,Failed,Ambient Enterprises - Johnson Barrow,NJ-EX01,10.10.6.6,Singapore,Bern,device,True,True,1
auvik,Interface Status Mismatch,4,Triggered,Ambient Enterprises DMG San Luis Obispo,dyoOBTdepotsw02,dyo-sch-fw01a,Germany,Alberta,device,True,True,1
ctgan,Client IP conflict detected,1,Triggered,Ambient Enterprises - Johnson Barrow,JB-SEATTLE-FW,10.0.1.24,Japan,Tel Aviv,network,True,True,1
auvik,Memory,1,Triggered,Hanover Company Azure,LBTAMAG01,asa5515x-01.kslinc.net,France,New South Wales,service,True,True,1
ncentral,VPN remote gateway is Lost,1,critical,Ambient Enterprises DMG San Luis Obispo,NJ-EX01,JB-CLACKAMAS-FW,Japan,West Region,server,True,True,1
auvik,Client IP conflict detected,1,Triggered,Ocean Point Terminals (LTB),GlacierVmProd2,DMG-SLO-AP02,Ireland,Central Region,server,True,True,1
auvik,Network Element Offline,4,warning,Hanover Company Azure,dpOBTlabsw01,JB-CLACKAMAS-FW,South Korea,West Region,synthetic,True,True,1
meraki,Internet Connection is Lost,1,Triggered,Hanover Company Azure,DMG-SLO-AP01,dyoOBTdepotsw02,Belgium,Oslo,server,True,True,1
ncentral,VPN remote gateway is Lost,2,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),LBTAMAG01,JB-CLACKAMAS-FW,Japan,Zurich,server,True,True,1
meraki,Memory,3,critical,HVP SLHV Data Center,LBTAMAG01,10.10.6.6,Ireland,East Region,service,True,True,1
ctgan,Rogue AP detected,3,Triggered,Hanover Company Azure,AmesUtility,JB-CLACKAMAS-FW,Ireland,Flanders,service,True,True,1
ncentral,Uplink status changed,4,Failed,Wyffels,NJ-EX01,asa5515x-01.kslinc.net,Netherlands,North Holland,service,True,True,1
meraki,Access Point Offline,1,Triggered,Ambient Enterprises > Ambient Enterprises HCN (HAR),dyo-sch-fw01a,JB-CLACKAMAS-FW,Spain,Seoul,device,True,True,1
ncentral,Connectivity,3,Failed,Ocean Point Terminals (LTB),JB-CLACKAMAS-FW,10.108.6.90,Norway,North Holland,server,True,True,1
ctgan,Synthetic CTGAN Alert,4,Triggered,Hanover Company Azure,JB-CLACKAMAS-FW,MH-BoiseOffice-MX,India,East Region,service,True,True,1
ctgan,Windows Event Log,4,Triggered,Ambient Enterprises,DMG-SLO-AP02,JB-CLACKAMAS-FW,Belgium,KwaZulu-Natal,device,True,True,1
meraki,Access Point Offline,1,Triggered,HVP SLHV Data Center,DC3,JB-SEATTLE-FW,Denmark,Bavaria,network,True,True,1
auvik,Uplink status changed,3,Failed,HVP SLHV Data Center,dyoOBTdepotsw02,10.108.6.90,Sweden,Wellington,server,True,True,1
auvik,Network Element Offline,3,Failed,DYOPATH Oakbrook Terrace,dyo-sch-fw01a,JB-SEATTLE-FW,Israel,Catalonia,server,True,True,1
ncentral,Rogue AP detected,3,Triggered,Ambient Enterprises - Johnson Barrow,DMG-SLO-AP01,192.168.1.85,New Zealand,Hokkaido,device,True,True,1
meraki,VPN remote gateway is Lost,1,Failed,Ambient Enterprises,DMG-SLO-AP02,192.168.1.85,United Kingdom,Vestland,synthetic,True,True,1
auvik,Access Point Offline,3,Triggered,Ambient Enterprises,JB-SEATTLE-FW,MH-BoiseOffice-MX,Sweden,Campania,service,True,True,1
meraki,Synthetic CTGAN Alert,3,Triggered,Wedgewood Pharmacy,asa5515x-01.kslinc.net,DMG-SLO-AP02,South Africa,Nuevo León,server,True,True,1
ncentral,Synthetic CTGAN Alert,1,Failed,Signorelli Company,SyntheticDevice,10.0.4.6,United Arab Emirates,California,server,True,True,1
auvik,Disk,4,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),DC3,asa5515x-01.kslinc.net,Germany,Western Cape,device,True,True,1
auvik,Interface Status Mismatch,4,Triggered,Hanover Company Azure,dpOBTlabsw01,DMG-SLO-AP01,Switzerland,Kyoto,network,True,True,1
ncentral,Interface Status Mismatch,3,Triggered,Signorelli Company,JB-CLACKAMAS-FW,JB-SEATTLE-FW,France,Ontario,server,True,True,1
auvik,Interface Status Mismatch,4,Cleared,Ambient Enterprises - Johnson Barrow,DC3,DMG-SLO-AP01,Singapore,Alberta,server,True,True,1
ncentral,Connectivity,1,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),LBTAMAG01,10.0.1.24,Belgium,Busan,server,True,True,1
ctgan,Synthetic CTGAN Alert,4,Triggered,DYOPATH Oakbrook Terrace,JB-CLACKAMAS-FW,dpOBTlabsw01,Denmark,Osaka,interface,True,True,1
ncentral,Access Point Offline,3,critical,Wyffels,GlacierVmProd2,dpOBTlabsw01,Israel,Oslo,service,True,True,1
ctgan,Network Element Offline,2,Triggered,Ambient Enterprises > Ambient Enterprises HCN (HAR),dpOBTlabsw01,JB-CLACKAMAS-FW,Ireland,Western Australia,device,True,True,1
auvik,Internet Connection is Lost,4,warning,Ambient Enterprises DMG San Luis Obispo,JB-SEATTLE-FW,MH-BoiseOffice-MX,Japan,New South Wales,synthetic,True,True,1
meraki,Synthetic CTGAN Alert,3,Normal,Wyffels,LBTAMAG01,10.108.6.90,Italy,Karnataka,device,True,True,1
auvik,Disk,4,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),JB-CLACKAMAS-FW,10.108.6.90,Belgium,Gauteng,server,True,True,1
ncentral,Internet Connection is Lost,3,Normal,Ambient Enterprises - Johnson Barrow,LBTAMAG01,JB-SEATTLE-FW,Germany,Gyeonggi,server,True,True,1
meraki,Access Point Offline,3,warning,Ocean Point Terminals (LTB),JB-SEATTLE-FW,JB-CLACKAMAS-FW,Switzerland,Stockholm,device,True,True,1
ncentral,Connectivity,1,Triggered,Wedgewood Pharmacy,JB-SEATTLE-FW,JB-CLACKAMAS-FW,Netherlands,Skåne,service,True,True,1
ctgan,Network Element Offline,4,Triggered,Synthetic Corp,JB-SEATTLE-FW,JB-SEATTLE-FW,Japan,Wellington,service,True,True,1
auvik,Internet Connection is Lost,4,Triggered,Signorelli Company,dyoOBTdepotsw02,10.0.4.6,South Korea,Busan,device,True,True,1
ncentral,Interface Status Mismatch,4,Triggered,Ambient Enterprises,MH-BoiseOffice-MX,MH-BoiseOffice-MX,Norway,Lombardy,network,True,True,1
auvik,Interface Status Mismatch,4,Triggered,Ambient Enterprises,GlacierVmProd2,asa5515x-01.kslinc.net,Singapore,Lombardy,synthetic,True,True,1
meraki,Agent Status,1,Normal,DYOPATH Oakbrook Terrace,JB-CLACKAMAS-FW,dyo-sch-fw01a,Singapore,Campania,synthetic,True,True,1
ncentral,Connectivity,1,Normal,Ambient Enterprises,LBTAMAG01,JB-SEATTLE-FW,Italy,Lombardy,interface,True,True,1
meraki,VPN remote gateway is Lost,1,Triggered,Ambient Enterprises - Johnson Barrow,dyo-sch-fw01a,MH-BoiseOffice-MX,Ireland,Western Cape,network,True,True,1
auvik,Network Element Offline,2,Warning,Hanover Company Azure,asa5515x-01.kslinc.net,JB-CLACKAMAS-FW,United Kingdom,Gyeonggi,device,True,True,1
meraki,Connectivity,1,Triggered,Ambient Enterprises > Ambient Enterprises HCN (HAR),NJ-EX01,JB-SEATTLE-FW,Australia,Tel Aviv,device,True,True,1
meraki,Connectivity,1,Triggered,HVP SLHV Data Center,JB-CLACKAMAS-FW,192.168.1.85,Norway,Skåne,network,True,True,1
auvik,Network Element Offline,3,Triggered,Ambient Enterprises DMG San Luis Obispo,JB-SEATTLE-FW,MH-BoiseOffice-MX,Sweden,Jerusalem,device,True,True,1
ncentral,Agent Status,2,Triggered,Synthetic Corp,GlacierVmProd2,DMG-SLO-AP01,Canada,Karnataka,network,True,True,1
ctgan,Client IP conflict detected,1,Triggered,Hanover Company Azure,dpOBTlabsw01,dpOBTlabsw01,Italy,Busan,service,True,True,1
ctgan,CPU,3,Triggered,DYOPATH Oakbrook Terrace,AmesUtility,10.0.4.6,Switzerland,Haifa,synthetic,True,True,1
meraki,Internet Connection is Lost,1,Triggered,Ocean Point Terminals (LTB),dpOBTlabsw01,MH-BoiseOffice-MX,Italy,Auckland,server,True,True,1
auvik,Agent Status,3,Triggered,Synthetic Corp,asa5515x-01.kslinc.net,10.0.1.24,Netherlands,Central Denmark,server,True,True,1
ctgan,Internet Connection is Lost,1,Triggered,DYOPATH Oakbrook Terrace,AmesUtility,MH-BoiseOffice-MX,United States,Scotland,device,True,True,1
ctgan,Client IP conflict detected,2,Triggered,Ambient Enterprises,JB-SEATTLE-FW,MH-BoiseOffice-MX,South Africa,Kyoto,device,True,True,1
ncentral,Agent Status,1,Failed,Signorelli Company,NJ-EX01,10.108.6.90,United Arab Emirates,Illinois,server,True,True,1
ncentral,Connectivity,1,Triggered,Ambient Enterprises - Johnson Barrow,DMG-SLO-AP02,JB-CLACKAMAS-FW,South Africa,Tel Aviv,service,True,True,1
auvik,Network Element Offline,3,Triggered,Ambient Enterprises - Johnson Barrow,JB-CLACKAMAS-FW,MH-BoiseOffice-MX,Norway,Sharjah,synthetic,True,True,1
meraki,Connectivity,1,Triggered,Ocean Point Terminals (LTB),dyoOBTdepotsw02,JB-SEATTLE-FW,South Africa,Berlin,server,True,True,1
ncentral,Uplink status changed,3,critical,HVP SLHV Data Center,LBTAMAG01,JB-CLACKAMAS-FW,Belgium,Nouvelle-Aquitaine,server,True,True,1
ncentral,Agent Status,1,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),LBTAMAG01,10.10.6.6,Norway,Seoul,server,True,True,1
ctgan,Synthetic CTGAN Alert,3,Triggered,Wedgewood Pharmacy,AmesUtility,MH-BoiseOffice-MX,France,Oslo,interface,True,True,1
auvik,Access Point Offline,1,critical,Signorelli Company,GlacierVmProd2,192.168.1.85,United Kingdom,Andalusia,server,True,True,1
auvik,Network Element Offline,3,Triggered,Ambient Enterprises,DC3,MH-BoiseOffice-MX,New Zealand,Vestland,synthetic,True,True,1
meraki,Network Element Offline,3,Triggered,Hanover Company Azure,JB-SEATTLE-FW,DMG-SLO-AP01,Canada,Western Australia,service,True,True,1
auvik,VPN connectivity changed,1,warning,Hanover Company Azure,SyntheticDevice,MH-BoiseOffice-MX,United Kingdom,Catalonia,service,True,True,1
ctgan,Agent Status,1,Warning,Ocean Point Terminals (LTB),JB-SEATTLE-FW,asa5515x-01.kslinc.net,Spain,Sharjah,service,True,True,1
auvik,VPN remote gateway is Lost,1,Triggered,Signorelli Company,JB-CLACKAMAS-FW,SyntheticHost,South Korea,Nuevo León,network,True,True,1
ncentral,Disk,1,Triggered,Ambient Enterprises DMG San Luis Obispo,DMG-SLO-AP01,10.10.6.6,Singapore,Karnataka,server,True,True,1
ctgan,Access Point Offline,3,Triggered,Ambient Enterprises,dyo-sch-fw01a,asa5515x-01.kslinc.net,Sweden,Flanders,interface,True,True,1
auvik,Disk,3,critical,Ocean Point Terminals (LTB),MH-BoiseOffice-MX,dpOBTlabsw01,Belgium,Busan,server,True,True,1
ncentral,CPU,1,Warning,Wyffels,DMG-SLO-AP01,192.168.1.85,Mexico,Minas Gerais,server,True,True,1
auvik,Internet Connection is Lost,3,Warning,HVP SLHV Data Center,LBTAMAG01,dyo-sch-fw01a,New Zealand,Tel Aviv,server,True,True,1
ncentral,Interface Status Mismatch,4,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),dyo-sch-fw01a,10.0.4.6,Norway,South Holland,interface,True,True,1
ncentral,Network Element Offline,1,Failed,Ambient Enterprises - Johnson Barrow,LBTAMAG01,10.108.6.90,Germany,East Region,server,True,True,1
ctgan,Connectivity,4,Triggered,DYOPATH Oakbrook Terrace,DMG-SLO-AP01,JB-SEATTLE-FW,Sweden,Canterbury,synthetic,True,True,1
ncentral,Connectivity,2,Failed,Ambient Enterprises - Johnson Barrow,dyoOBTdepotsw02,10.108.6.90,Japan,Dubai,server,True,True,1
meraki,Connectivity,1,Triggered,Ambient Enterprises - Johnson Barrow,JB-CLACKAMAS-FW,JB-SEATTLE-FW,United States,Galway,service,True,True,1
ctgan,Synthetic CTGAN Alert,2,warning,Wedgewood Pharmacy,DC3,MH-BoiseOffice-MX,India,Maharashtra,service,True,True,1
ncentral,Uplink status changed,1,Triggered,Ambient Enterprises > Ambient Enterprises HCN (HAR),DC3,dpOBTlabsw01,France,São Paulo,server,True,True,1
ncentral,Network Element Offline,3,Triggered,Wedgewood Pharmacy,NJ-EX01,dyo-sch-fw01a,South Korea,Western Australia,server,True,True,1
ncentral,Access Point Offline,1,Failed,Wedgewood Pharmacy,DC3,asa5515x-01.kslinc.net,Japan,Tokyo,server,True,True,1
auvik,Windows Event Log,4,Triggered,Ambient Enterprises,dpOBTlabsw01,JB-CLACKAMAS-FW,Singapore,Oslo,service,True,True,1
auvik,Disk,3,Triggered,Wyffels,NJ-EX01,10.0.1.24,Israel,Jerusalem,device,True,True,1
ncentral,Memory,1,warning,Signorelli Company,dyo-sch-fw01a,JB-SEATTLE-FW,Australia,Oslo,interface,True,True,1
auvik,Internet Connection is Lost,2,Triggered,Ambient Enterprises DMG San Luis Obispo,GlacierVmProd2,JB-SEATTLE-FW,Mexico,Viken,server,True,True,1
auvik,Disk,3,Failed,Wyffels,DMG-SLO-AP01,10.108.6.90,Switzerland,Gauteng,server,True,True,1
ctgan,Connectivity,3,Triggered,DYOPATH Oakbrook Terrace,asa5515x-01.kslinc.net,JB-CLACKAMAS-FW,Brazil,Bern,synthetic,True,True,1
auvik,Network Element Offline,3,Triggered,Ambient Enterprises DMG San Luis Obispo,JB-SEATTLE-FW,MH-BoiseOffice-MX,Spain,Central Region,network,True,True,1
meraki,CPU,1,Triggered,Synthetic Corp,dpOBTlabsw01,MH-BoiseOffice-MX,United Arab Emirates,Seoul,synthetic,True,True,1
ncentral,Disk,1,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),GlacierVmProd2,10.108.6.90,United States,Jerusalem,server,True,True,1
ncentral,Access Point Offline,1,Failed,Ambient Enterprises,LBTAMAG01,JB-CLACKAMAS-FW,Sweden,Western Cape,service,True,True,1
meraki,Interface Status Mismatch,1,Triggered,DYOPATH Oakbrook Terrace,DC3,192.168.1.85,Singapore,East Region,device,True,True,1
ncentral,VPN remote gateway is Lost,3,Warning,Ambient Enterprises,DMG-SLO-AP01,10.0.4.6,Brazil,Bavaria,interface,True,True,1
auvik,Uplink status changed,1,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),LBTAMAG01,10.108.6.90,United Arab Emirates,Nouvelle-Aquitaine,interface,True,True,1
auvik,Network Element Offline,4,Triggered,Ambient Enterprises DMG San Luis Obispo,SyntheticDevice,DMG-SLO-AP01,Germany,Brussels,service,True,True,1
ctgan,Network Element Offline,2,Triggered,Ambient Enterprises - Johnson Barrow,JB-SEATTLE-FW,SyntheticHost,Mexico,South Holland,device,True,True,1
ctgan,VPN remote gateway is Lost,1,Triggered,Hanover Company Azure,AmesUtility,10.108.6.90,Japan,Madrid,interface,True,True,1
ncentral,Memory,1,Failed,Wedgewood Pharmacy,GlacierVmProd2,10.0.1.24,United Arab Emirates,West Region,network,True,True,1
ncentral,Connectivity,3,Failed,Wyffels,LBTAMAG01,10.10.6.6,Ireland,Sharjah,server,True,True,1
ncentral,Connectivity,1,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),NJ-EX01,10.108.6.90,Australia,Wales,server,True,True,1
meraki,Network Element Offline,3,Triggered,Wyffels,DC3,dyoOBTdepotsw02,Ireland,California,server,True,True,1
meraki,Internet Connection is Lost,1,Triggered,DYOPATH Oakbrook Terrace,asa5515x-01.kslinc.net,10.108.6.90,Australia,Queensland,server,True,True,1
ncentral,Network Element Offline,1,Triggered,Wyffels,asa5515x-01.kslinc.net,dyoOBTdepotsw02,Australia,Berlin,server,True,True,1
auvik,Internet Connection is Lost,3,Triggered,Hanover Company Azure,NJ-EX01,JB-SEATTLE-FW,Spain,Western Cape,service,True,True,1
ncentral,Agent Status,2,Failed,Hanover Company Azure,DC3,10.10.6.6,Canada,Mexico City,device,True,True,1
ncentral,Client IP conflict detected,3,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),NJ-EX01,192.168.1.85,Netherlands,Flanders,server,True,True,1
auvik,Network Element Offline,4,Triggered,Ambient Enterprises DMG San Luis Obispo,JB-SEATTLE-FW,10.108.6.90,Spain,Ontario,server,True,True,1
ncentral,VPN remote gateway is Lost,1,Triggered,HVP SLHV Data Center,dpOBTlabsw01,asa5515x-01.kslinc.net,Brazil,Bavaria,network,True,True,1
auvik,Interface Status Mismatch,4,Warning,Ambient Enterprises - Johnson Barrow,NJ-EX01,JB-SEATTLE-FW,Singapore,Lazio,service,True,True,1
auvik,Interface Status Mismatch,4,Triggered,Synthetic Corp,dyo-sch-fw01a,DMG-SLO-AP01,India,Busan,service,True,True,1
auvik,Uplink status changed,3,Triggered,Hanover Company Azure,DMG-SLO-AP02,JB-CLACKAMAS-FW,Netherlands,Kyoto,service,True,True,1
auvik,Connectivity,2,Triggered,Ambient Enterprises,DMG-SLO-AP02,JB-CLACKAMAS-FW,Canada,Queensland,service,True,True,1
ncentral,Rogue AP detected,1,Triggered,Wedgewood Pharmacy,SyntheticDevice,JB-SEATTLE-FW,Denmark,Vestland,network,True,True,1
ncentral,Client IP conflict detected,3,Failed,Ambient Enterprises > Ambient Enterprises HCN (HAR),dyoOBTdepotsw02,10.108.6.90,Sweden,Tel Aviv,server,True,True,1
meraki,Synthetic CTGAN Alert,1,Triggered,Wyffels,SyntheticDevice,JB-CLACKAMAS-FW,Canada,Bern,network,True,True,1
ctgan,VPN remote gateway is Lost,3,warning,DYOPATH Oakbrook Terrace,asa5515x-01.kslinc.net,10.10.6.6,New Zealand,Cork,service,True,True,1
meraki,Internet Connection is Lost,4,Failed,Ocean Point Terminals (LTB),JB-SEATTLE-FW,192.168.1.85,Canada,Brussels,server,True,True,1
auvik,Network Element Offline,3,critical,DYOPATH Oakbrook Terrace,MH-BoiseOffice-MX,DMG-SLO-AP01,Italy,Busan,synthetic,True,True,1
ncentral,Access Point Offline,1,Failed,Ambient Enterprises - Johnson Barrow,LBTAMAG01,10.0.4.6,New Zealand,Lombardy,server,True,True,1
